date,event_id,tournament,category,surface,player1,player2,start_ts,odds_p1,odds_p2
2025-08-29,14518745,"UTR PTT Olomouc Women 05, Group C",UTR Women,Hard,Veronika Sekerkova,Simona Wirglerova,1756450800,1.9,1.9
2025-08-29,14516807,"UTR PTT Olomouc Women 05, Group D",UTR Women,Hard,Beata Havlickova,Denise Hrdinkova,1756457100,1.9,1.9
2025-08-29,14516789,"UTR PTT Olomouc Women 05, Group D",UTR Women,Hard,Kiara Zabkova,Gabriela Skrabalova,1756443600,1.9,1.9
2025-08-29,14558683,"UTR PTT San Diego Women 02, Group A",UTR Women,Hard,Zoe Hammond,Jaedan Brown,1756496700,1.9,1.9
2025-08-29,14558692,"UTR PTT San Diego Women 02, Group A",UTR Women,Hard,Virginia Crocker,Alicia Herrero Linana,1756502700,1.9,1.9
2025-08-29,14558686,"UTR PTT San Diego Women 02, Group B",UTR Women,Hard,Maria Fernanda Navarro Oliva,Rhiann Newborn,1756505400,1.9,1.9
2025-08-29,14558693,"UTR PTT San Diego Women 02, Group B",UTR Women,Hard,Shona Nakano,Robin Anderson,1756490100,1.9,1.9
2025-08-29,14558676,"UTR PTT San Diego Women 02, Group C",UTR Women,Hard,Alana Boyce,Kailey Evans,1756488600,1.9,1.9
2025-08-29,14558689,"UTR PTT San Diego Women 02, Group C",UTR Women,Hard,Ariana Anazagasty-Pursoo,Alina Shcherbinina,1756494900,1.9,1.9
2025-08-29,14558687,"UTR PTT San Diego Women 02, Group C",UTR Women,Hard,Alana Boyce,Alina Shcherbinina,1756503900,1.9,1.9
2025-08-29,14558688,"UTR PTT San Diego Women 02, Group C",UTR Women,Hard,Kailey Evans,Ariana Anazagasty-Pursoo,1756516500,1.9,1.9
2025-08-29,14558698,"UTR PTT San Diego Women 02, Group D",UTR Women,Hard,Alejandra Cruz,Riley Crowder,1756495800,1.9,1.9
2025-08-29,14558696,"UTR PTT San Diego Women 02, Group D",UTR Women,Hard,Veronica Miroshnichenko,Ava Esposito Cogan,1756485000,1.9,1.9
2025-08-29,14558695,"UTR PTT San Diego Women 02, Group D",UTR Women,Hard,Ava Esposito Cogan,Alejandra Cruz,1756515600,1.9,1.9
2025-08-29,14558697,"UTR PTT San Diego Women 02, Group D",UTR Women,Hard,Veronica Miroshnichenko,Riley Crowder,1756507500,1.9,1.9
